TABLE_NAME,COLUMN_NAME,DATA_LENGTH,DATA_TYPE,COLUMN_ID,NULLABLE
DE,LST_UPD_USR_ID,50,VARCHAR2,12,Y
DE,PREF_QUEST_TXT,"4,000",VARCHAR2,26,Y
DE,REP_CLS_ITEM_ID,22,NUMBER,10,Y
DE,REP_CLS_VER_NR,22,NUMBER,9,Y
DE,S2P_TRN_DT,7,DATE,15,Y
DE,VAL_DOM_ITEM_ID,22,NUMBER,7,N
DE,VAL_DOM_VER_NR,22,NUMBER,6,N
DE,VER_NR,22,NUMBER,3,N
DE,XML_TAG,255,VARCHAR2,21,Y
DERV_RUL,CREAT_DT,7,DATE,5,Y
DERV_RUL,CREAT_USR_ID,50,VARCHAR2,6,Y
DERV_RUL,DERV_RUL_APPLCTN,"1,000",VARCHAR2,1,Y
